,Sex,Age,Height,Weight,Year,Season,Medal,Team,City,Sport,BMI,Lag
49299,M,25.0,186.0,82.0,1992,Summer,Gold,Hungary,Barcelona,Swimming,23.7,
49300,M,25.0,186.0,82.0,1992,Summer,Gold,Hungary,Barcelona,Swimming,23.7,
49375,M,23.0,190.0,74.0,1980,Summer,Bronze,Soviet Union,Moskva,Football,20.5,
49436,M,21.0,193.0,87.0,1988,Summer,Gold,East Germany,Seoul,Swimming,23.36,
49437,M,21.0,193.0,87.0,1988,Summer,Bronze,East Germany,Seoul,Swimming,23.36,
49438,M,21.0,193.0,87.0,1988,Summer,Silver,East Germany,Seoul,Swimming,23.36,
49526,F,24.0,190.0,75.0,1976,Summer,Gold,Soviet Union,Montreal,Basketball,20.78,
49576,M,24.0,178.0,72.0,1912,Summer,Bronze,United States,Stockholm,Athletics,22.72,
49577,F,24.0,174.0,63.0,2008,Summer,Gold,Australia,Beijing,Swimming,20.81,
49587,M,25.0,186.0,84.0,1968,Summer,Gold,United States,Mexico City,Athletics,24.28,
49589,M,33.0,186.0,84.0,1976,Summer,Bronze,United States,Montreal,Athletics,24.28,
49605,M,20.0,178.0,71.0,1984,Summer,Silver,Brazil,Los Angeles,Football,22.41,
49716,M,19.0,190.0,84.0,2004,Summer,Bronze,Great Britain,Athina,Swimming,23.27,
49718,M,23.0,190.0,84.0,2008,Summer,Silver,Great Britain,Beijing,Swimming,23.27,
49720,M,28.0,186.0,80.0,1964,Summer,Gold,United States,Tokyo,Basketball,23.12,
49744,M,26.0,185.0,68.0,1964,Summer,Bronze,New Zealand,Tokyo,Athletics,19.87,
49752,M,22.0,185.0,77.0,1964,Summer,Gold,Great Britain,Tokyo,Athletics,22.5,
49775,F,17.0,180.0,67.0,1980,Summer,Silver,Great Britain,Moskva,Swimming,20.68,
49805,M,19.0,208.0,100.0,2012,Summer,Gold,United States,London,Basketball,23.11,
49808,M,21.0,203.0,90.0,1952,Summer,Gold,United States,Helsinki,Athletics,21.84,
49809,M,24.0,183.0,79.0,1996,Summer,Bronze,United States,Atlanta,Athletics,23.59,
49813,F,25.0,185.0,73.0,1992,Summer,Bronze,United States,Barcelona,Basketball,21.33,
49830,M,22.0,183.0,73.0,1956,Summer,Gold,United States,Melbourne,Athletics,21.8,
49831,M,25.0,183.0,73.0,1960,Summer,Gold,United States,Roma,Athletics,21.8,
49832,M,25.0,183.0,73.0,1960,Summer,Gold,United States,Roma,Athletics,21.8,
49841,M,21.0,185.0,81.0,1988,Summer,Silver,Jamaica,Seoul,Athletics,23.67,
49849,M,21.0,190.0,70.0,1952,Summer,Silver,United States,Helsinki,Athletics,19.39,
49850,M,26.0,190.0,70.0,1956,Summer,Silver,United States,Melbourne,Athletics,19.39,
49873,M,23.0,188.0,84.0,1996,Summer,Gold,United States,Atlanta,Swimming,23.77,
49874,M,23.0,188.0,84.0,1996,Summer,Gold,United States,Atlanta,Swimming,23.77,
49875,M,23.0,188.0,84.0,1996,Summer,Gold,United States,Atlanta,Swimming,23.77,
49877,M,28.0,188.0,84.0,2000,Summer,Silver,United States,Sydney,Swimming,23.77,
49878,M,28.0,188.0,84.0,2000,Summer,Silver,United States,Sydney,Swimming,23.77,
49880,M,23.0,180.0,82.0,1972,Summer,Silver,United States,Munich,Basketball,25.31,
49906,M,28.0,185.0,74.0,1960,Summer,Gold,United States,Roma,Athletics,21.62,
49907,M,28.0,185.0,74.0,1960,Summer,Gold,United States,Roma,Athletics,21.62,
49933,M,20.0,188.0,87.0,1984,Summer,Silver,Canada,Los Angeles,Swimming,24.62,
49934,M,20.0,188.0,87.0,1984,Summer,Gold,Canada,Los Angeles,Swimming,24.62,
49935,M,20.0,188.0,87.0,1984,Summer,Silver,Canada,Los Angeles,Swimming,24.62,
49937,M,24.0,188.0,87.0,1988,Summer,Silver,Canada,Seoul,Swimming,24.62,
49938,M,21.0,195.0,86.0,1976,Summer,Gold,United States,Montreal,Basketball,22.62,
49975,F,30.0,167.0,57.0,1996,Summer,Silver,Bahamas,Atlanta,Athletics,20.44,
49976,F,34.0,167.0,57.0,2000,Summer,Gold,Bahamas,Sydney,Athletics,20.44,
49977,F,34.0,167.0,57.0,2000,Summer,Gold,Bahamas,Sydney,Athletics,20.44,
50020,F,23.0,168.0,54.0,2004,Summer,Bronze,Jamaica,Athina,Athletics,19.13,
50048,F,18.0,148.0,45.0,1980,Summer,Gold,Soviet Union,Moskva,Gymnastics,20.54,
50049,F,18.0,148.0,45.0,1980,Summer,Gold,Soviet Union,Moskva,Gymnastics,20.54,
50053,F,18.0,148.0,45.0,1980,Summer,Silver,Soviet Union,Moskva,Gymnastics,20.54,
50066,F,15.0,158.0,54.0,1992,Summer,Bronze,United States,Barcelona,Gymnastics,21.63,
50072,F,19.0,158.0,54.0,1996,Summer,Gold,United States,Atlanta,Gymnastics,21.63,
